age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,passed_days,previous,pre_outcome,emp_rate,cpi,cci,r3m,employed,y
35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,
39,technician,married,professional.course,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,
24,management,married,unknown,no,no,no,cellular,mar,fri,5,999,0,nonexistent,-1.8,92.843,-50,1.574,5099.1,
44,admin.,single,university.degree,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
30,technician,single,university.degree,unknown,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,
33,unemployed,married,professional.course,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,blue-collar,divorced,basic.9y,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
31,admin.,single,high.school,no,no,no,cellular,apr,thu,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,
35,services,divorced,high.school,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
28,services,married,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,
51,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,
65,unknown,married,unknown,no,yes,no,cellular,jun,thu,2,4,2,success,-1.7,94.055,-39.8,0.729,4991.6,
33,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
33,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,
28,student,single,high.school,no,no,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,
43,admin.,married,university.degree,no,no,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
50,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
60,unknown,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
42,admin.,single,university.degree,no,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
30,technician,married,university.degree,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
38,self-employed,married,high.school,unknown,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,
53,retired,married,high.school,no,no,no,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,
39,services,married,high.school,no,yes,no,cellular,may,thu,8,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,
53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
28,blue-collar,single,university.degree,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,
44,admin.,married,university.degree,unknown,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,
31,admin.,married,high.school,no,no,yes,cellular,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,
35,admin.,single,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,
50,entrepreneur,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,
48,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,
43,management,married,university.degree,unknown,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
33,services,single,high.school,no,yes,no,cellular,aug,mon,2,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,
34,admin.,unknown,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,
56,management,married,professional.course,no,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,
52,self-employed,married,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,1,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,
32,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,
51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,
57,management,divorced,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
49,admin.,married,unknown,no,yes,no,telephone,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,
45,admin.,married,university.degree,no,unknown,unknown,cellular,sep,tue,6,999,1,failure,-3.4,92.379,-29.8,0.819,5017.5,
33,management,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,
46,admin.,married,high.school,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,
33,technician,single,professional.course,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,
31,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,
50,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,
58,admin.,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
34,blue-collar,married,unknown,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,
33,technician,single,professional.course,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
54,blue-collar,married,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,
51,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,
44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
32,technician,married,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,
50,admin.,married,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,
36,student,divorced,university.degree,no,no,yes,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,
31,admin.,single,university.degree,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,
36,technician,single,professional.course,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2,
29,technician,single,professional.course,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,
37,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,
39,management,married,high.school,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,
24,unknown,single,university.degree,no,yes,no,cellular,jun,tue,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,
28,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
28,management,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,
54,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,
34,technician,married,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,
41,blue-collar,divorced,high.school,no,yes,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,
36,admin.,divorced,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,
31,services,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
30,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
43,management,married,university.degree,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,
32,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,
30,student,single,unknown,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,
44,entrepreneur,single,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,
53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,
29,admin.,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,
42,admin.,single,high.school,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
26,student,single,high.school,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
82,retired,divorced,basic.4y,no,yes,no,cellular,nov,tue,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,
30,admin.,single,high.school,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,93.876,-40,0.684,5008.7,
45,technician,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,
50,management,married,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
41,entrepreneur,single,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
50,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,
47,management,married,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,
33,technician,single,professional.course,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
33,unemployed,divorced,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,
33,blue-collar,single,basic.4y,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,
33,unemployed,divorced,basic.9y,no,unknown,unknown,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,
42,retired,single,basic.4y,unknown,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,
27,unknown,single,university.degree,no,yes,no,cellular,jun,wed,3,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,
46,self-employed,divorced,basic.9y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,
34,unemployed,single,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,
37,technician,married,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
32,management,married,high.school,no,unknown,unknown,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,
36,technician,married,basic.9y,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,
40,services,divorced,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,
47,blue-collar,divorced,basic.4y,unknown,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,
59,retired,married,university.degree,no,yes,no,cellular,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,
52,housemaid,married,basic.4y,no,yes,yes,cellular,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,
40,entrepreneur,married,basic.9y,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,
49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,
55,admin.,married,university.degree,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,
31,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,
55,unknown,married,unknown,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,
46,admin.,single,high.school,no,yes,no,cellular,nov,mon,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,
41,technician,single,university.degree,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,
58,management,married,basic.4y,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,
38,technician,married,professional.course,no,yes,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,3.901,5195.8,
31,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
40,technician,married,professional.course,unknown,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,
44,self-employed,married,professional.course,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,
36,management,single,basic.6y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,
30,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,
41,technician,married,professional.course,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,
59,retired,single,professional.course,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
50,technician,married,professional.course,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
35,services,single,high.school,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,
32,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,
33,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,
19,student,single,high.school,unknown,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,
27,student,single,university.degree,no,yes,no,cellular,oct,fri,1,999,3,failure,-1.1,94.601,-49.5,0.942,4963.6,
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
29,admin.,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
26,management,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,
50,technician,single,professional.course,no,yes,yes,cellular,jun,thu,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,
41,services,married,unknown,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,
59,retired,divorced,university.degree,unknown,unknown,unknown,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,
43,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,
41,management,married,unknown,no,yes,no,cellular,may,fri,1,18,2,failure,-1.8,93.876,-40,0.695,5008.7,
55,self-employed,married,university.degree,unknown,no,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,
30,admin.,single,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,
20,student,single,high.school,no,no,no,cellular,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,
51,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,
31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
41,housemaid,married,university.degree,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,
27,unemployed,married,high.school,no,yes,no,telephone,jun,fri,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,
36,admin.,married,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,
36,services,single,high.school,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,
38,technician,married,professional.course,no,no,yes,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,
34,services,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
35,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-0.1,93.2,-42,4.12,5195.8,
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,
36,services,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
56,admin.,divorced,high.school,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,
50,technician,married,professional.course,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
46,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,
31,blue-collar,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,tue,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,
48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,
38,retired,single,basic.6y,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,
32,services,married,high.school,no,no,no,cellular,may,tue,4,1,2,success,-1.8,92.893,-46.2,1.291,5099.1,
55,services,married,high.school,unknown,yes,no,cellular,apr,fri,7,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,
56,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,
36,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,
34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,
52,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
29,admin.,single,university.degree,no,no,yes,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,
37,admin.,married,high.school,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
35,technician,single,university.degree,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
31,unemployed,married,university.degree,no,yes,no,cellular,aug,wed,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
47,services,married,high.school,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
27,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,
56,management,married,university.degree,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,
49,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,
56,housemaid,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
42,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,
44,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,
54,technician,divorced,university.degree,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,
51,technician,married,professional.course,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
60,retired,divorced,professional.course,no,yes,no,cellular,sep,thu,1,999,2,failure,-3.4,92.379,-29.8,0.743,5017.5,
46,entrepreneur,married,university.degree,no,unknown,unknown,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,
45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,admin.,married,professional.course,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,
36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,
42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,unemployed,single,professional.course,no,yes,yes,telephone,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,
51,entrepreneur,single,basic.9y,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,
41,services,single,unknown,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,
27,technician,single,university.degree,no,yes,no,telephone,may,mon,9,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,
28,technician,single,high.school,no,yes,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,
27,student,single,university.degree,no,no,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,
29,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,
31,technician,single,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
27,technician,single,professional.course,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,
45,technician,married,high.school,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,
59,retired,married,basic.4y,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,
74,retired,divorced,high.school,no,yes,yes,telephone,dec,mon,6,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,
31,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,
42,management,married,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
28,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,11,1,success,-1.8,92.893,-46.2,1.313,5099.1,
49,self-employed,married,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
29,admin.,married,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,
33,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,
26,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
27,student,single,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.4,5099.1,
29,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,
55,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,
36,admin.,married,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,
30,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,
